tanggal,nama_pasar,komoditas,harga
2021-01-13,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-14,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-15,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-16,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-17,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-18,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-19,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-20,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-21,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-22,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-23,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-24,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-25,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-26,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-27,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-28,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-29,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-30,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",13000
2021-01-31,"Pasar Koja Baru","Minyak Goreng (Kuning/Curah)",
2021-01-01,"Pasar Koja Baru","Cabe Merah Keriting",70000
2021-01-02,"Pasar Koja Baru","Cabe Merah Keriting",70000
2021-01-03,"Pasar Koja Baru","Cabe Merah Keriting",65000
2021-01-04,"Pasar Koja Baru","Cabe Merah Keriting",65000
2021-01-05,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-06,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-07,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-08,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-09,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-10,"Pasar Koja Baru","Cabe Merah Keriting",70000
2021-01-11,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-12,"Pasar Koja Baru","Cabe Merah Keriting",65000
2021-01-13,"Pasar Koja Baru","Cabe Merah Keriting",65000
2021-01-14,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-15,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-16,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-17,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-18,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-19,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-20,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-21,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-22,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-23,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-24,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-25,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-26,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-27,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-28,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-29,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-30,"Pasar Koja Baru","Cabe Merah Keriting",60000
2021-01-31,"Pasar Koja Baru","Cabe Merah Keriting",
2021-01-01,"Pasar Koja Baru","Cabe Merah Besar (TW)",70000
2021-01-02,"Pasar Koja Baru","Cabe Merah Besar (TW)",70000
2021-01-03,"Pasar Koja Baru","Cabe Merah Besar (TW)",70000
2021-01-04,"Pasar Koja Baru","Cabe Merah Besar (TW)",70000
2021-01-05,"Pasar Koja Baru","Cabe Merah Besar (TW)",65000
2021-01-06,"Pasar Koja Baru","Cabe Merah Besar (TW)",65000
2021-01-07,"Pasar Koja Baru","Cabe Merah Besar (TW)",65000
2021-01-08,"Pasar Koja Baru","Cabe Merah Besar (TW)",60000
2021-01-09,"Pasar Koja Baru","Cabe Merah Besar (TW)",60000
2021-01-10,"Pasar Koja Baru","Cabe Merah Besar (TW)",70000
2021-01-11,"Pasar Koja Baru","Cabe Merah Besar (TW)",70000
2021-01-12,"Pasar Koja Baru","Cabe Merah Besar (TW)",70000
2021-01-13,"Pasar Koja Baru","Cabe Merah Besar (TW)",70000
2021-01-14,"Pasar Koja Baru","Cabe Merah Besar (TW)",70000
2021-01-15,"Pasar Koja Baru","Cabe Merah Besar (TW)",65000
2021-01-16,"Pasar Koja Baru","Cabe Merah Besar (TW)",65000
2021-01-17,"Pasar Koja Baru","Cabe Merah Besar (TW)",65000
2021-01-18,"Pasar Koja Baru","Cabe Merah Besar (TW)",65000
2021-01-19,"Pasar Koja Baru","Cabe Merah Besar (TW)",50000
2021-01-20,"Pasar Koja Baru","Cabe Merah Besar (TW)",50000
2021-01-21,"Pasar Koja Baru","Cabe Merah Besar (TW)",50000
2021-01-22,"Pasar Koja Baru","Cabe Merah Besar (TW)",50000
2021-01-23,"Pasar Koja Baru","Cabe Merah Besar (TW)",50000
2021-01-24,"Pasar Koja Baru","Cabe Merah Besar (TW)",50000
2021-01-25,"Pasar Koja Baru","Cabe Merah Besar (TW)",50000
2021-01-26,"Pasar Koja Baru","Cabe Merah Besar (TW)",50000
2021-01-27,"Pasar Koja Baru","Cabe Merah Besar (TW)",50000
2021-01-28,"Pasar Koja Baru","Cabe Merah Besar (TW)",50000
2021-01-29,"Pasar Koja Baru","Cabe Merah Besar (TW)",50000
2021-01-30,"Pasar Koja Baru","Cabe Merah Besar (TW)",50000
2021-01-31,"Pasar Koja Baru","Cabe Merah Besar (TW)",
2021-01-01,"Pasar Koja Baru","Cabe Rawit Merah",65000
2021-01-02,"Pasar Koja Baru","Cabe Rawit Merah",70000
2021-01-03,"Pasar Koja Baru","Cabe Rawit Merah",70000
2021-01-04,"Pasar Koja Baru","Cabe Rawit Merah",70000
2021-01-05,"Pasar Koja Baru","Cabe Rawit Merah",85000
2021-01-06,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-07,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-08,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-09,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-10,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-11,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-12,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-13,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-14,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-15,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-16,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-17,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-18,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-19,"Pasar Koja Baru","Cabe Rawit Merah",80000
2021-01-20,"Pasar Koja Baru","Cabe Rawit Merah",80000
2021-01-21,"Pasar Koja Baru","Cabe Rawit Merah",80000
2021-01-22,"Pasar Koja Baru","Cabe Rawit Merah",80000
2021-01-23,"Pasar Koja Baru","Cabe Rawit Merah",80000
2021-01-24,"Pasar Koja Baru","Cabe Rawit Merah",80000
2021-01-25,"Pasar Koja Baru","Cabe Rawit Merah",80000
2021-01-26,"Pasar Koja Baru","Cabe Rawit Merah",80000
2021-01-27,"Pasar Koja Baru","Cabe Rawit Merah",80000
2021-01-28,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-29,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-30,"Pasar Koja Baru","Cabe Rawit Merah",90000
2021-01-31,"Pasar Koja Baru","Cabe Rawit Merah",
2021-01-01,"Pasar Koja Baru","Cabe Rawit Hijau",55000
2021-01-02,"Pasar Koja Baru","Cabe Rawit Hijau",55000
2021-01-03,"Pasar Koja Baru","Cabe Rawit Hijau",55000
2021-01-04,"Pasar Koja Baru","Cabe Rawit Hijau",55000
2021-01-05,"Pasar Koja Baru","Cabe Rawit Hijau",55000
2021-01-06,"Pasar Koja Baru","Cabe Rawit Hijau",50000
2021-01-07,"Pasar Koja Baru","Cabe Rawit Hijau",50000
2021-01-08,"Pasar Koja Baru","Cabe Rawit Hijau",50000
2021-01-09,"Pasar Koja Baru","Cabe Rawit Hijau",50000
2021-01-10,"Pasar Koja Baru","Cabe Rawit Hijau",60000
2021-01-11,"Pasar Koja Baru","Cabe Rawit Hijau",50000
2021-01-12,"Pasar Koja Baru","Cabe Rawit Hijau",55000
2021-01-13,"Pasar Koja Baru","Cabe Rawit Hijau",60000
2021-01-14,"Pasar Koja Baru","Cabe Rawit Hijau",60000
2021-01-15,"Pasar Koja Baru","Cabe Rawit Hijau",60000
2021-01-16,"Pasar Koja Baru","Cabe Rawit Hijau",60000
2021-01-17,"Pasar Koja Baru","Cabe Rawit Hijau",60000
2021-01-18,"Pasar Koja Baru","Cabe Rawit Hijau",60000
2021-01-19,"Pasar Koja Baru","Cabe Rawit Hijau",70000
2021-01-20,"Pasar Koja Baru","Cabe Rawit Hijau",70000
2021-01-21,"Pasar Koja Baru","Cabe Rawit Hijau",70000
2021-01-22,"Pasar Koja Baru","Cabe Rawit Hijau",70000
2021-01-23,"Pasar Koja Baru","Cabe Rawit Hijau",70000
2021-01-24,"Pasar Koja Baru","Cabe Rawit Hijau",80000
2021-01-25,"Pasar Koja Baru","Cabe Rawit Hijau",80000
2021-01-26,"Pasar Koja Baru","Cabe Rawit Hijau",80000
2021-01-27,"Pasar Koja Baru","Cabe Rawit Hijau",80000
2021-01-28,"Pasar Koja Baru","Cabe Rawit Hijau",90000
2021-01-29,"Pasar Koja Baru","Cabe Rawit Hijau",90000
2021-01-30,"Pasar Koja Baru","Cabe Rawit Hijau",90000
2021-01-31,"Pasar Koja Baru","Cabe Rawit Hijau",
2021-01-01,"Pasar Koja Baru","Bawang Merah",40000
2021-01-02,"Pasar Koja Baru","Bawang Merah",40000
2021-01-03,"Pasar Koja Baru","Bawang Merah",40000
2021-01-04,"Pasar Koja Baru","Bawang Merah",40000
2021-01-05,"Pasar Koja Baru","Bawang Merah",40000
2021-01-06,"Pasar Koja Baru","Bawang Merah",40000
2021-01-07,"Pasar Koja Baru","Bawang Merah",40000
2021-01-08,"Pasar Koja Baru","Bawang Merah",40000
2021-01-09,"Pasar Koja Baru","Bawang Merah",40000
2021-01-10,"Pasar Koja Baru","Bawang Merah",40000
2021-01-11,"Pasar Koja Baru","Bawang Merah",40000
2021-01-12,"Pasar Koja Baru","Bawang Merah",40000
2021-01-13,"Pasar Koja Baru","Bawang Merah",40000
2021-01-14,"Pasar Koja Baru","Bawang Merah",40000
2021-01-15,"Pasar Koja Baru","Bawang Merah",40000
2021-01-16,"Pasar Koja Baru","Bawang Merah",40000
2021-01-17,"Pasar Koja Baru","Bawang Merah",40000
2021-01-18,"Pasar Koja Baru","Bawang Merah",40000
2021-01-19,"Pasar Koja Baru","Bawang Merah",30000
2021-01-20,"Pasar Koja Baru","Bawang Merah",30000
2021-01-21,"Pasar Koja Baru","Bawang Merah",30000
2021-01-22,"Pasar Koja Baru","Bawang Merah",30000
2021-01-23,"Pasar Koja Baru","Bawang Merah",30000
2021-01-24,"Pasar Koja Baru","Bawang Merah",30000
2021-01-25,"Pasar Koja Baru","Bawang Merah",30000
2021-01-26,"Pasar Koja Baru","Bawang Merah",30000
2021-01-27,"Pasar Koja Baru","Bawang Merah",30000
2021-01-28,"Pasar Koja Baru","Bawang Merah",30000
2021-01-29,"Pasar Koja Baru","Bawang Merah",30000
2021-01-30,"Pasar Koja Baru","Bawang Merah",30000
2021-01-31,"Pasar Koja Baru","Bawang Merah",
2021-01-01,"Pasar Koja Baru","Bawang Putih",35000
2021-01-02,"Pasar Koja Baru","Bawang Putih",35000
2021-01-03,"Pasar Koja Baru","Bawang Putih",35000
2021-01-04,"Pasar Koja Baru","Bawang Putih",35000
2021-01-05,"Pasar Koja Baru","Bawang Putih",35000
2021-01-06,"Pasar Koja Baru","Bawang Putih",35000
2021-01-07,"Pasar Koja Baru","Bawang Putih",35000
2021-01-08,"Pasar Koja Baru","Bawang Putih",35000
2021-01-09,"Pasar Koja Baru","Bawang Putih",35000
2021-01-10,"Pasar Koja Baru","Bawang Putih",35000
2021-01-11,"Pasar Koja Baru","Bawang Putih",35000
2021-01-12,"Pasar Koja Baru","Bawang Putih",35000
2021-01-13,"Pasar Koja Baru","Bawang Putih",35000
2021-01-14,"Pasar Koja Baru","Bawang Putih",35000
2021-01-15,"Pasar Koja Baru","Bawang Putih",35000
2021-01-16,"Pasar Koja Baru","Bawang Putih",35000
2021-01-17,"Pasar Koja Baru","Bawang Putih",35000
2021-01-18,"Pasar Koja Baru","Bawang Putih",35000
2021-01-19,"Pasar Koja Baru","Bawang Putih",35000
2021-01-20,"Pasar Koja Baru","Bawang Putih",35000
2021-01-21,"Pasar Koja Baru","Bawang Putih",35000
2021-01-22,"Pasar Koja Baru","Bawang Putih",35000
2021-01-23,"Pasar Koja Baru","Bawang Putih",35000
2021-01-24,"Pasar Koja Baru","Bawang Putih",35000
2021-01-25,"Pasar Koja Baru","Bawang Putih",35000
2021-01-26,"Pasar Koja Baru","Bawang Putih",35000
2021-01-27,"Pasar Koja Baru","Bawang Putih",35000
2021-01-28,"Pasar Koja Baru","Bawang Putih",35000
2021-01-29,"Pasar Koja Baru","Bawang Putih",35000
2021-01-30,"Pasar Koja Baru","Bawang Putih",35000
2021-01-31,"Pasar Koja Baru","Bawang Putih",
2021-01-01,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",125000
2021-01-02,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",125000
2021-01-03,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",125000
2021-01-04,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",125000
2021-01-05,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",125000
2021-01-06,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",125000
2021-01-07,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",125000
2021-01-08,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-09,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-10,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-11,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-12,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-13,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-14,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-15,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-16,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-17,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-18,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-19,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-20,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-21,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-22,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-23,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-24,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-25,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-26,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-27,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-28,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-29,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-30,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",130000
2021-01-31,"Pasar Koja Baru","Daging Sapi Has (Paha Belakang)",
2021-01-01,"Pasar Koja Baru","Daging Sapi Murni (Semur)",125000
2021-01-02,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-03,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-04,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-05,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-06,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-07,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-08,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-09,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-10,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-11,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-12,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-13,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-14,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-15,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-16,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-17,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-18,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-19,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-20,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-21,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-22,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-23,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-24,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-25,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-26,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-27,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-28,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-29,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-30,"Pasar Koja Baru","Daging Sapi Murni (Semur)",130000
2021-01-31,"Pasar Koja Baru","Daging Sapi Murni (Semur)",
2021-01-01,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-02,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-03,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-04,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-05,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-06,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-07,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-08,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-09,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-10,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-11,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-12,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-13,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-14,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-15,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-16,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-17,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-18,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-19,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-20,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-21,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-22,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-23,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-24,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-25,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-26,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-27,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-28,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-29,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-30,"Pasar Koja Baru","Ayam Broiler/Ras",35000
2021-01-31,"Pasar Koja Baru","Ayam Broiler/Ras",
2021-01-01,"Pasar Koja Baru","Telur Ayam Ras",28000
2021-01-02,"Pasar Koja Baru","Telur Ayam Ras",27000
2021-01-03,"Pasar Koja Baru","Telur Ayam Ras",27000
2021-01-04,"Pasar Koja Baru","Telur Ayam Ras",27000
2021-01-05,"Pasar Koja Baru","Telur Ayam Ras",27000
2021-01-06,"Pasar Koja Baru","Telur Ayam Ras",27000
2021-01-07,"Pasar Koja Baru","Telur Ayam Ras",27000
2021-01-08,"Pasar Koja Baru","Telur Ayam Ras",26000
2021-01-09,"Pasar Koja Baru","Telur Ayam Ras",26000
2021-01-10,"Pasar Koja Baru","Telur Ayam Ras",26000
2021-01-11,"Pasar Koja Baru","Telur Ayam Ras",26000
2021-01-12,"Pasar Koja Baru","Telur Ayam Ras",26000
2021-01-13,"Pasar Koja Baru","Telur Ayam Ras",26000
2021-01-14,"Pasar Koja Baru","Telur Ayam Ras",26000
2021-01-15,"Pasar Koja Baru","Telur Ayam Ras",26000
2021-01-16,"Pasar Koja Baru","Telur Ayam Ras",26000
2021-01-17,"Pasar Koja Baru","Telur Ayam Ras",26000
2021-01-18,"Pasar Koja Baru","Telur Ayam Ras",26000
2021-01-19,"Pasar Koja Baru","Telur Ayam Ras",25000
2021-01-20,"Pasar Koja Baru","Telur Ayam Ras",25000
2021-01-21,"Pasar Koja Baru","Telur Ayam Ras",25000
2021-01-22,"Pasar Koja Baru","Telur Ayam Ras",25000
2021-01-23,"Pasar Koja Baru","Telur Ayam Ras",25000
2021-01-24,"Pasar Koja Baru","Telur Ayam Ras",25000
2021-01-25,"Pasar Koja Baru","Telur Ayam Ras",25000
2021-01-26,"Pasar Koja Baru","Telur Ayam Ras",25000
2021-01-27,"Pasar Koja Baru","Telur Ayam Ras",25000
2021-01-28,"Pasar Koja Baru","Telur Ayam Ras",25000
2021-01-29,"Pasar Koja Baru","Telur Ayam Ras",25000
2021-01-30,"Pasar Koja Baru","Telur Ayam Ras",25000
2021-01-31,"Pasar Koja Baru","Telur Ayam Ras",
2021-01-01,"Pasar Koja Baru","Gula Pasir",13000
2021-01-02,"Pasar Koja Baru","Gula Pasir",13000
2021-01-03,"Pasar Koja Baru","Gula Pasir",13000
2021-01-04,"Pasar Koja Baru","Gula Pasir",13000
2021-01-05,"Pasar Koja Baru","Gula Pasir",13000
2021-01-06,"Pasar Koja Baru","Gula Pasir",13000
2021-01-07,"Pasar Koja Baru","Gula Pasir",13000
2021-01-08,"Pasar Koja Baru","Gula Pasir",13000
2021-01-09,"Pasar Koja Baru","Gula Pasir",13000
2021-01-10,"Pasar Koja Baru","Gula Pasir",13000
2021-01-11,"Pasar Koja Baru","Gula Pasir",13000
2021-01-12,"Pasar Koja Baru","Gula Pasir",13000
2021-01-13,"Pasar Koja Baru","Gula Pasir",13000
2021-01-14,"Pasar Koja Baru","Gula Pasir",13000
2021-01-15,"Pasar Koja Baru","Gula Pasir",13000
2021-01-16,"Pasar Koja Baru","Gula Pasir",13000
2021-01-17,"Pasar Koja Baru","Gula Pasir",13000
2021-01-18,"Pasar Koja Baru","Gula Pasir",13000
2021-01-19,"Pasar Koja Baru","Gula Pasir",13000
2021-01-20,"Pasar Koja Baru","Gula Pasir",13000
2021-01-21,"Pasar Koja Baru","Gula Pasir",13000
2021-01-22,"Pasar Koja Baru","Gula Pasir",13000
2021-01-23,"Pasar Koja Baru","Gula Pasir",13000
2021-01-24,"Pasar Koja Baru","Gula Pasir",13000
2021-01-25,"Pasar Koja Baru","Gula Pasir",13000
2021-01-26,"Pasar Koja Baru","Gula Pasir",13000
2021-01-27,"Pasar Koja Baru","Gula Pasir",13000
2021-01-28,"Pasar Koja Baru","Gula Pasir",13000
2021-01-29,"Pasar Koja Baru","Gula Pasir",13000
2021-01-30,"Pasar Koja Baru","Gula Pasir",13000
2021-01-31,"Pasar Koja Baru","Gula Pasir",
2021-01-01,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-02,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-03,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-04,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-05,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-06,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-07,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-08,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-09,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-10,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-11,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-12,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-13,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-14,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-15,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-16,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-17,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-18,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-19,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-20,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-21,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-22,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-23,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-24,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-25,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-26,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-27,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-28,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-29,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-30,"Pasar Koja Baru","Tepung Terigu",9000
2021-01-31,"Pasar Koja Baru","Tepung Terigu",
2021-01-01,"Pasar Koja Baru","Garam Dapur",2000
2021-01-02,"Pasar Koja Baru","Garam Dapur",2000
2021-01-03,"Pasar Koja Baru","Garam Dapur",2000
2021-01-04,"Pasar Koja Baru","Garam Dapur",2000
2021-01-05,"Pasar Koja Baru","Garam Dapur",2000
2021-01-06,"Pasar Koja Baru","Garam Dapur",2000
2021-01-07,"Pasar Koja Baru","Garam Dapur",2000
2021-01-08,"Pasar Koja Baru","Garam Dapur",2000
2021-01-09,"Pasar Koja Baru","Garam Dapur",2000
2021-01-10,"Pasar Koja Baru","Garam Dapur",2000
2021-01-11,"Pasar Koja Baru","Garam Dapur",2000
2021-01-12,"Pasar Koja Baru","Garam Dapur",2000
2021-01-13,"Pasar Koja Baru","Garam Dapur",2000
2021-01-14,"Pasar Koja Baru","Garam Dapur",2000
2021-01-15,"Pasar Koja Baru","Garam Dapur",2000
2021-01-16,"Pasar Koja Baru","Garam Dapur",2000
2021-01-17,"Pasar Koja Baru","Garam Dapur",2000
2021-01-18,"Pasar Koja Baru","Garam Dapur",2000
2021-01-19,"Pasar Koja Baru","Garam Dapur",2000
